reactant_1,reactant_2,product,mechanism,pair,arithmetic_score_1,arithmetic_score_2,arithmetic_score_3,arithmetic_score_4,arithmetic_score_5,arithmetic_score_1_reaxys_idx,arithmetic_score_2_reaxys_idx,arithmetic_score_3_reaxys_idx,arithmetic_score_4_reaxys_idx,arithmetic_score_5_reaxys_idx,geometric_score_1,geometric_score_2,geometric_score_3,geometric_score_4,geometric_score_5,geometric_score_1_reaxys_idx,geometric_score_2_reaxys_idx,geometric_score_3_reaxys_idx,geometric_score_4_reaxys_idx,geometric_score_5_reaxys_idx,harmonic_score_1,harmonic_score_2,harmonic_score_3,harmonic_score_4,harmonic_score_5,harmonic_score_1_reaxys_idx,harmonic_score_2_reaxys_idx,harmonic_score_3_reaxys_idx,harmonic_score_4_reaxys_idx,harmonic_score_5_reaxys_idx
COc1cc(C(=O)Cl)ccc1C(=O)Cl,Oc1cc(C(F)(F)F)cc(O)c1Cl,*Oc1cc(C(F)(F)F)cc(OC(=O)c2ccc(C(*)=O)cc2OC)c1Cl,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2210953346855984,0.2210953346855984,0.2210953346855984,0.2210953346855984,0.20833333333333331,731.0,722.0,723.0,724.0,258.0,0.22063893940587664,0.22063893940587664,0.22063893940587664,0.22063893940587664,0.2041241452319315,724.0,731.0,722.0,723.0,175.0,0.22018348633894455,0.22018348633894455,0.22018348633894455,0.22018348633894455,0.20000000010400001,724.0,723.0,722.0,731.0,478.0
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,Nc1cc(N)cc(Sc2ccccc2)c1,*Nc1cc(NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(*)=O)cc(Sc2ccccc2)c1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.24802371541501977,0.24802371541501977,0.22486772486772486,0.19519704433497537,0.1929590017825312,254.0,595.0,498.0,442.0,614.0,0.18860838403857946,0.18860838403857946,0.2222222222222222,0.14888750009563953,0.17912443020795965,498.0,538.0,499.0,595.0,254.0,0.14342629496288947,0.14342629496288947,0.219607843239594,0.11356466891153658,0.16628175531013017,498.0,499.0,538.0,717.0,716.0
O=C(Cl)C1(C(=O)Cl)CCCC1,O=C(Cc1cccc(Cl)c1)c1ccc(O)cc1O,*Oc1cc(OC(=O)C2(C(*)=O)CCCC2)ccc1C(=O)Cc1cccc(Cl)c1,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2625858123569794,0.17771739130434783,0.17680865449628128,0.17094017094017094,0.17094017094017094,500.0,539.0,144.0,478.0,175.0,0.22690838280601935,0.17131207221604822,0.17248139310334173,0.16012815380508713,0.16012815380508713,500.0,144.0,539.0,498.0,175.0,0.19607843149787688,0.1651376147859776,0.16826003834575273,0.15000000011224998,0.15000000011224998,500.0,144.0,539.0,498.0,499.0
CC1(C(=O)O)CCC(C)(C(=O)O)C1(C)C,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,*Oc1c(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2OC(=O)C2(C)CCC(C)(C(*)=O)C2(C)C)cc(C(C)(C)C)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.1896551724137931,0.18308080808080807,0.1807563959955506,0.1807563959955506,0.1807563959955506,487.0,538.0,723.0,724.0,722.0,0.14629795472825122,0.17766726362967536,0.16339011369947531,0.16339011369947531,0.16339011369947531,538.0,724.0,731.0,723.0,722.0,0.11285266471729836,0.1724137932092747,0.14769230781059978,0.14769230781059978,0.14769230781059978,538.0,724.0,723.0,722.0,731.0
Cc1ccc(O)c(C(O)C2CC2)c1,CC(CC(=O)Cl)C(=O)Cl,*OC(c1cc(C)ccc1OC(=O)C(C)CC(*)=O)C1CC1,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.19047619047619047,0.18703855619360132,0.17575757575757578,0.17424242424242425,0.17422867513611615,421.0,146.0,464.0,451.0,306.0,0.12598815766974242,0.17184994503786144,0.17407765595569785,0.16597653257732306,0.17040572913692198,464.0,146.0,306.0,451.0,75.0,0.08333333348958333,0.157894736957687,0.17241379320535077,0.1581027669076817,0.16666666677100694,464.0,306.0,451.0,146.0,76.0
COc1ccc(S(=O)(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)cc1,Oc1ccc(C(F)(F)F)c(Br)c1O,*Oc1c(OC(=O)c2cc(NS(=O)(=O)c3ccc(OC)cc3)cc(C(*)=O)c2)ccc(C(F)(F)F)c1Br,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2072829131652661,0.1920212765957447,0.18333333333333335,0.17916666666666667,0.17708333333333331,310.0,303.0,32.0,608.0,33.0,0.20498001542269695,0.18736697408754674,0.18257418583505536,0.1767766952966369,0.1767766952966369,310.0,303.0,32.0,33.0,608.0,0.2027027028049124,0.1828254848693319,0.18181818191900828,0.17441860475381288,0.17647058833564017,310.0,303.0,32.0,33.0,608.0
CC(C)(C)c1ccccc1C(O)C(O)c1ccccc1C(C)(C)C,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,*OC(c1ccccc1C(C)(C)C)C(OC(=O)c1ccccc1C(=O)c1ccc(C(*)=O)cc1)c1ccccc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.29926108374384236,0.29926108374384236,0.29926108374384236,0.29926108374384236,0.296218487394958,724.0,723.0,722.0,731.0,33.0,0.29361010975735174,0.29361010975735174,0.29361010975735174,0.29361010975735174,0.28988551782622424,722.0,723.0,724.0,731.0,33.0,0.28806584372514016,0.28806584372514016,0.28806584372514016,0.28806584372514016,0.28368794336664155,731.0,722.0,723.0,724.0,33.0
OCC(CO)CCCCCl,O=C=Nc1cccc2c(N=C=O)cccc12,*OCC(CCCCCl)COC(=O)Nc1cccc2c(NC(*)=O)cccc12,"{'step_growth': ['di_isocyanate', 'di_ol']}",1,0.25305895439377085,0.25305895439377085,0.24731182795698925,0.24648786717752236,0.24074074074074073,196.0,197.0,194.0,198.0,195.0,0.2358333153182891,0.2358333153182891,0.23186944788008412,0.22602116787360346,0.2222222222222222,196.0,197.0,194.0,198.0,195.0,0.2197802198933704,0.2197802198933704,0.21739130445992438,0.2072538861262799,0.20512820524299805,197.0,196.0,194.0,198.0,195.0
OCC(O)c1c(F)cc(Br)cc1F,CC(C)(C)c1ccc(C(=O)O)c(C(=O)O)c1,*OC(COC(=O)c1cc(C(C)(C)C)ccc1C(*)=O)c1c(F)cc(Br)cc1F,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.25050709939148075,0.24321266968325794,0.23796791443850268,0.22870182555780932,0.22870182555780932,31.0,32.0,33.0,731.0,722.0,0.24668183349749861,0.23782574707724705,0.23124864503144016,0.2136327344609569,0.2136327344609569,31.0,32.0,33.0,731.0,724.0,0.2429149798601157,0.23255813963926447,0.22471910122916303,0.19955654113269947,0.19955654113269947,31.0,32.0,33.0,95.0,94.0
COc1ccc(NC(=O)c2ccccc2C(=O)O)c(C(=O)O)c1,CSc1cc(O)c(O)cc1F,*Oc1cc(F)c(SC)cc1OC(=O)c1cc(OC)ccc1NC(=O)c1ccccc1C(*)=O,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.19871794871794873,0.1921768707482993,0.18333333333333335,0.18333333333333335,0.1786858974358974,338.0,543.0,254.0,258.0,762.0,0.19611613513818404,0.17771905411718544,0.18257418583505536,0.18257418583505536,0.17140694816821714,338.0,258.0,254.0,543.0,637.0,0.19354838719937564,0.16434892552535268,0.18181818191900828,0.18181818191900828,0.16442451430828023,338.0,254.0,258.0,637.0,73.0
COc1cc(N)c(N)cc1Cl,O=C(Cl)C(=O)Cl,*Nc1cc(Cl)c(OC)cc1NC(=O)C(*)=O,"{'step_growth': ['di_acid_chloride', 'di_amine']}",1,0.23642533936651586,0.19375,0.1893939393939394,0.18823529411764706,0.1806451612903226,421.0,499.0,258.0,500.0,539.0,0.18421903154590302,0.19364916731037085,0.12309149097933274,0.18786728732554486,0.1796053020267749,499.0,500.0,421.0,539.0,75.0,0.14354066999574644,0.19354838719687825,0.08000000015776,0.18750000010039064,0.17857142867257653,499.0,500.0,539.0,75.0,435.0
O=C(O)C(Br)C(=O)O,OCC(O)COC(c1ccccc1)(c1ccccc1)c1ccccc1,*OC(COC(=O)C(Br)C(*)=O)COC(c1ccccc1)(c1ccccc1)c1ccccc1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2683073229291717,0.26666666666666666,0.26666666666666666,0.25900621118012424,0.25900621118012424,146.0,715.0,714.0,717.0,716.0,0.254609368194002,0.23094010767585033,0.23094010767585033,0.25899950838102936,0.25899950838102936,717.0,716.0,146.0,714.0,715.0,0.24161073836498362,0.200000000125,0.200000000125,0.25899280585540085,0.25899280585540085,717.0,716.0,146.0,498.0,538.0
CSc1c(N)ccc(Br)c1N,CC1=C(C)CC(C(=O)O)C(C(=O)O)C1,*Nc1ccc(Br)c(NC(=O)C2CC(C)=C(C)CC2C(*)=O)c1SC,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.17636022514071295,0.1746119733924612,0.1644238856181665,0.163003663003663,0.15773809523809523,77.0,75.0,74.0,76.0,94.0,0.16775753073468527,0.16648178955300671,0.15884359223974562,0.14824986333222023,0.1543033499620919,77.0,75.0,74.0,95.0,94.0,0.15957446819462429,0.15873015883925423,0.1534526855286674,0.13483146079144048,0.15094339633072268,77.0,75.0,538.0,74.0,94.0
COc1ccc(CC(C)(C(=O)O)C(=O)O)cc1,Cc1cc(O)c(O)cc1Br,*Oc1cc(Br)c(C)cc1OC(=O)C(C)(Cc1ccc(OC)cc1)C(*)=O,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2292128603104213,0.21692307692307694,0.20192307692307693,0.19321449108683153,0.19321449108683153,490.0,3.0,543.0,94.0,95.0,0.16311817434811104,0.20754980866510833,0.19611613513818404,0.19184045508446732,0.19184045508446732,3.0,543.0,487.0,95.0,94.0,0.11608222505866689,0.19858156039214328,0.19047619058185944,0.1904761905776077,0.1904761905776077,3.0,487.0,543.0,94.0,95.0
O=C(O)c1cc(Br)cnc1C(=O)O,Cc1cc(Sc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,*Oc1c(Sc2cc(C)cc(C(C)(C)C)c2OC(=O)c2ncc(Br)cc2C(*)=O)cc(C)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.21474358974358976,0.18974358974358974,0.18733783082511676,0.18733783082511676,0.18233618233618232,33.0,31.0,95.0,94.0,32.0,0.21182963643408084,0.18946618668626838,0.16894311107426052,0.16894311107426052,0.18231392314274822,33.0,31.0,32.0,731.0,723.0,0.20895522398329253,0.18918918928948136,0.152354570755793,0.152354570755793,0.18229166676669106,33.0,31.0,32.0,731.0,724.0
Cc1ccc(C(=O)N(CC(=O)O)CC(=O)O)cc1,Nc1ccc(OCc2ccccc2)cc1N,*Nc1ccc(OCc2ccccc2)cc1NC(=O)CN(CC(*)=O)C(=O)c1ccc(C)cc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.3,0.29325396825396827,0.26216216216216215,0.2552083333333333,0.24731182795698925,14.0,15.0,614.0,386.0,498.0,0.2356060357495806,0.2323106841457232,0.25468581598680534,0.23935677693908453,0.23186944788008412,614.0,386.0,14.0,15.0,498.0,0.18503401374376416,0.18403247645659515,0.24742268051799343,0.22448979603040398,0.21739130445992438,614.0,386.0,498.0,142.0,588.0
O=C(O)c1ccc(CNCc2ccc(C(=O)O)o2)o1,OC(CCl)C(O)CSc1cccs1,*OC(CSc1cccs1)C(CCl)OC(=O)c1ccc(CNCc2ccc(C(*)=O)o2)o1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.20256410256410257,0.20256410256410257,0.20087976539589442,0.1836622807017544,0.1828752642706131,717.0,716.0,595.0,303.0,310.0,0.20254787341673333,0.20254787341673333,0.1875916198442167,0.16556654463313047,0.15927956196056967,717.0,716.0,595.0,531.0,197.0,0.2025316456696363,0.2025316456696363,0.17518248186461718,0.14925373146201829,0.13872832382356243,716.0,717.0,531.0,595.0,197.0
Nc1ccc(Cl)c(Br)c1N,O=C(Cl)c1cccc(Br)c1C(=O)Cl,*Nc1c(NC(=O)c2c(Br)cccc2C(*)=O)ccc(Cl)c1Br,"{'step_growth': ['di_acid_chloride', 'di_amine']}",1,0.2302197802197802,0.22344827586206895,0.22115384615384615,0.21236559139784944,0.21236559139784944,258.0,173.0,31.0,149.0,33.0,0.19889806323953876,0.22283440581246222,0.2192645048267573,0.20739033894608505,0.20739033894608505,173.0,31.0,32.0,24.0,414.0,0.1718377089559082,0.22222222232277095,0.2173913044495274,0.20253164567425092,0.20253164567425092,173.0,31.0,414.0,165.0,32.0
CC(C)(C)OC(=O)N1CC(C(=O)O)N(C(=O)OC(C)(C)C)CC1C(=O)O,OCC(O)C(F)(F)C(F)(F)C(F)(F)F,*OC(COC(=O)C1CN(C(=O)OC(C)(C)C)C(C(*)=O)CN1C(=O)OC(C)(C)C)C(F)(F)C(F)(F)C(F)(F)F,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.19696969696969696,0.1858974358974359,0.17399267399267399,0.17298797409805736,0.17035060975609756,316.0,721.0,68.0,600.0,593.0,0.16597653257732306,0.1849000654084097,0.17118419700436516,0.1490022319459825,0.16333042970705944,721.0,68.0,609.0,316.0,593.0,0.13986013998913394,0.18390804607808167,0.16842105273478117,0.12834224611511338,0.15659955268077913,721.0,68.0,609.0,593.0,270.0
Oc1ccc(Br)c(F)c1O,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,*Oc1c(OC(=O)Nc2ccc(C(c3ccc(NC(*)=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)ccc(Br)c1F,"{'step_growth': ['di_isocyanate', 'di_ol']}",1,0.3002028397565923,0.3002028397565923,0.29852216748768473,0.29852216748768473,0.2552790346907994,196.0,197.0,303.0,198.0,759.0,0.2383172923768684,0.2383172923768684,0.23488808780588138,0.23488808780588138,0.22140372138502382,196.0,197.0,198.0,303.0,759.0,0.18918918932616874,0.18918918932616874,0.18481848198627368,0.18481848198627368,0.19202363380277007,724.0,731.0,722.0,723.0,612.0
COC(=O)c1c(C(F)(F)F)ccc(N)c1N,O=C(O)c1cc(=O)cc(C(=O)O)o1,*Nc1ccc(C(F)(F)F)c(C(=O)OC)c1NC(=O)c1cc(=O)cc(C(*)=O)o1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.25625,0.22822299651567945,0.21010101010101012,0.20975232198142413,0.20460358056265984,303.0,310.0,614.0,76.0,73.0,0.25,0.2208630521496931,0.2075997184430728,0.20819138611089075,0.20228869496966945,303.0,310.0,76.0,614.0,73.0,0.24390243912920884,0.21374045812161296,0.205128205230572,0.206642066522147,0.20000000010225003,303.0,310.0,76.0,614.0,73.0
COc1ccc(C(=O)Cl)cc1C(=O)Cl,Oc1cc(O)cc(OCc2ccccc2)c1,*Oc1cc(OCc2ccccc2)cc(OC(=O)c2cc(C(*)=O)ccc2OC)c1,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.3333333333333333,0.2954545454545454,0.29393939393939394,0.2840909090909091,0.23233695652173914,15.0,759.0,762.0,14.0,338.0,0.24206145913796356,0.24896479886598458,0.24618298195866545,0.20100756305184242,0.21806959399716175,759.0,762.0,15.0,254.0,724.0,0.17578125014726562,0.20979020991920386,0.20618556714016367,0.14222222237215998,0.20467836268500395,254.0,723.0,731.0,722.0,724.0
O=C(O)C1CCC(C(=O)O)N1C(=O)OCc1ccccc1,Cc1ccc(N=C(N)C(N)=Nc2ccc(C)cc2)cc1,*NC(=Nc1ccc(C)cc1)C(=Nc1ccc(C)cc1)NC(=O)C1CCC(C(*)=O)N1C(=O)OCc1ccccc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.2813299232736573,0.24821428571428572,0.23807692307692307,0.23807692307692307,0.22131887985546522,612.0,386.0,588.0,18.0,650.0,0.2781469555832955,0.23717082451262844,0.19115036368906427,0.19115036368906427,0.2082316825181414,612.0,386.0,310.0,759.0,650.0,0.27500000010225,0.22661870514467158,0.1534733442389288,0.1534733442389288,0.19591836745841565,612.0,386.0,310.0,759.0,650.0
CC(C)(C)c1ccccc1C(O)C(O)c1ccccc1C(C)(C)C,O=C(Cl)c1cnc(C(=O)Cl)cn1,*OC(c1ccccc1C(C)(C)C)C(OC(=O)c1cnc(C(*)=O)cn1)c1ccccc1C(C)(C)C,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2226190476190476,0.2226190476190476,0.21684350132625996,0.21684350132625996,0.21684350132625996,716.0,717.0,723.0,722.0,731.0,0.21821789023599236,0.21821789023599236,0.215450918176823,0.215450918176823,0.215450918176823,716.0,717.0,724.0,722.0,723.0,0.21390374341942292,0.21390374341942292,0.21406727838874207,0.21406727838874207,0.21406727838874207,722.0,724.0,731.0,723.0,716.0
Cc1cc(C(O)CO)cc(C)c1Br,O=C(Cl)C1CCCC(C(=O)Cl)C1,*OCC(OC(=O)C1CCCC(C(*)=O)C1)c1cc(C)c(Br)c(C)c1,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.18461538461538463,0.15441176470588236,0.15417690417690416,0.15132827324478176,0.15132827324478176,451.0,603.0,421.0,716.0,717.0,0.1640825308284734,0.12126781251816648,0.13574799603500018,0.14115274943027767,0.14115274943027767,451.0,538.0,146.0,737.0,717.0,0.1458333334543403,0.09523809537641724,0.11952191247307503,0.13166144211926573,0.13166144211926573,451.0,538.0,146.0,615.0,737.0
O=C(O)C(=O)C(=O)O,CC(C)(C)c1cc(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,*Oc1c(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2OC(=O)C(=O)C(*)=O)cc(C(C)(C)C)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2269585253456221,0.2269585253456221,0.2269585253456221,0.21911196911196912,0.20517241379310347,437.0,269.0,758.0,421.0,487.0,0.18590914980593834,0.18590914980593834,0.18590914980593834,0.17016911869528195,0.17616606585441105,724.0,722.0,723.0,731.0,758.0,0.152284264092293,0.152284264092293,0.152284264092293,0.1321585904480545,0.15126050432795707,723.0,731.0,722.0,724.0,33.0
Cc1cccc(CC(C)(C(=O)O)C(=O)O)c1,NC(CC(N)=NOC(=O)Nc1ccc(Cl)cc1)=NOC(=O)Nc1ccc(Cl)cc1,*NC(CC(=NOC(=O)Nc1ccc(Cl)cc1)NC(=O)C(C)(Cc1cccc(C)c1)C(*)=O)=NOC(=O)Nc1ccc(Cl)cc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.23010269576379977,0.2278846153846154,0.22180451127819548,0.21291866028708134,0.21054964539007093,194.0,500.0,539.0,195.0,144.0,0.22231134997706808,0.227866357593825,0.2123976976214366,0.19867985355975656,0.21053798026662973,500.0,194.0,539.0,144.0,477.0,0.21478382158503959,0.22784810136583883,0.2033898306167768,0.18539325853989394,0.2105263158894848,500.0,194.0,144.0,477.0,75.0
Cc1cc(Sc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,CCOC(=O)CC(=O)NC(CC(=O)O)C(=O)O,*Oc1c(Sc2cc(C)cc(C(C)(C)C)c2OC(=O)C(CC(*)=O)NC(=O)CC(=O)OCC)cc(C)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.3081395348837209,0.29545454545454547,0.29444444444444445,0.2916666666666667,0.28394598649662417,76.0,77.0,25.0,17.0,73.0,0.24112141108520604,0.21320071635561044,0.21081851067789195,0.2041241452319315,0.22915743121721038,76.0,73.0,77.0,25.0,17.0,0.1886792454217871,0.15384615399408283,0.1509433963751513,0.14285714300816324,0.18494055495653214,76.0,23.0,73.0,44.0,3.0
COc1ccc(C(O)C(C)(C)C)c(O)c1,O=C(O)Nc1cccc(Cl)c1C(=O)O,*Oc1cc(OC)ccc1C(OC(=O)c1c(Cl)cccc1NC(*)=O)C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2151098901098901,0.21190476190476187,0.21190476190476187,0.21190476190476187,0.21190476190476187,477.0,722.0,731.0,724.0,723.0,0.21096325392232293,0.20701966780270625,0.20701966780270625,0.20701966780270625,0.20701966780270625,477.0,722.0,723.0,731.0,724.0,0.20689655182795616,0.20224719111579345,0.20224719111579345,0.20224719111579345,0.20224719111579345,477.0,722.0,723.0,724.0,731.0
O=C(Cl)CCCCC(=O)Cl,CC(C)(C)c1cc(C(C)(C)C)c(N)cc1N,*Nc1cc(NC(=O)CCCCC(*)=O)c(C(C)(C)C)cc1C(C)(C)C,"{'step_growth': ['di_acid_chloride', 'di_amine']}",1,0.21875,0.21875,0.21875,0.21875,0.21875,455.0,615.0,462.0,459.0,453.0,0.0,0.0,0.0,0.0,0.0,33.0,338.0,75.0,724.0,731.0,1.999999999542857e-10,1.999999999542857e-10,1.999999999542857e-10,1.999999999542857e-10,1.999999999542857e-10,338.0,33.0,75.0,723.0,724.0
Cc1cc(N)c(N)cc1Br,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,*Nc1cc(C)c(Br)cc1NC(=O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(*)=O,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.27799388719088636,0.22453703703703703,0.2055737704918033,0.19619565217391305,0.19619565217391305,606.0,605.0,3.0,595.0,254.0,0.21216150327801458,0.16666666666666666,0.1916280550321634,0.19504737440137349,0.19504737440137349,606.0,254.0,595.0,3.0,538.0,0.16191904062151455,0.12371134035108936,0.17862838926781235,0.19390581727568237,0.19390581727568237,254.0,595.0,538.0,505.0,390.0
Nc1c(Br)cc(-c2cc(Br)c(N)c(Br)c2)cc1Br,O=C(O)c1cc(Br)sc1C(=O)O,*Nc1c(Br)cc(-c2cc(Br)c(NC(=O)c3cc(Br)sc3C(*)=O)c(Br)c2)cc1Br,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.22985347985347984,0.20525451559934318,0.194377990430622,0.19308943089430894,0.19308943089430894,64.0,31.0,138.0,95.0,94.0,0.22645540682891913,0.20261022461827694,0.19411188999471563,0.19127301391900148,0.19127301391900148,64.0,31.0,138.0,94.0,95.0,0.22310756982405044,0.20000000010256003,0.19384615394642746,0.18947368431239892,0.18947368431239892,64.0,31.0,138.0,95.0,94.0
Oc1cccc(C=Nc2ccc(N=Nc3ccccc3)cc2)c1O,O=C(O)c1cccc2cccc(C(=O)O)c12,*Oc1c(C=Nc2ccc(N=Nc3ccccc3)cc2)cccc1OC(=O)c1cccc2cccc(C(*)=O)c12,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.31785714285714284,0.24829931972789115,0.22767462422634838,0.22767462422634838,0.21455938697318006,310.0,144.0,717.0,716.0,386.0,0.31783707801838557,0.23328473740792172,0.2225167514730486,0.2225167514730486,0.21442250696755896,310.0,144.0,717.0,716.0,386.0,0.31781701454624056,0.2191780823035091,0.2174757282598194,0.2174757282598194,0.21428571438584182,310.0,144.0,716.0,717.0,386.0
COc1ccc(C(F)(F)F)c(N)c1N,O=C(O)CSc1ccc(CC(=O)O)cc1,*Nc1c(C(F)(F)F)ccc(OC)c1NC(=O)CSc1ccc(CC(*)=O)cc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.16902834008097167,0.16856060606060608,0.16678885630498536,0.1649326805385557,0.16474358974358974,464.0,576.0,254.0,468.0,531.0,0.16834512458535864,0.1628347368197324,0.1624591083221647,0.148431208798588,0.1640825308284734,464.0,531.0,576.0,254.0,490.0,0.1676646707594894,0.15730337089319532,0.15824175834688275,0.1335807051282854,0.1634241246144196,464.0,531.0,490.0,254.0,722.0
Oc1cc(O)c2ccccc2c1Br,O=C(O)c1cc(C(F)(F)F)c(C(=O)O)cc1C(F)(F)F,*Oc1cc(OC(=O)c2cc(C(F)(F)F)c(C(*)=O)cc2C(F)(F)F)c(Br)c2ccccc12,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.3113636363636364,0.23809523809523808,0.2325962325962326,0.22242098986285033,0.2065040650406504,173.0,637.0,303.0,138.0,543.0,0.2,0.21821789023599236,0.22167554926073635,0.2142786153238172,0.1975459193299179,303.0,637.0,138.0,733.0,730.0,0.128467153443412,0.200000000116,0.21126760574297265,0.206434316461075,0.18897637806124376,303.0,138.0,729.0,733.0,728.0
CC(C)(C)c1ccccc1C(O)C(O)c1ccccc1C(C)(C)C,O=C(O)C1(OC2(C(=O)O)C=CC=C(Br)C2)C=CC=C(Br)C1,*OC(c1ccccc1C(C)(C)C)C(OC(=O)C1(OC2(C(*)=O)C=CC=C(Br)C2)C=CC=C(Br)C1)c1ccccc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.21764705882352942,0.21228070175438596,0.21228070175438596,0.18825722273998136,0.18825722273998136,33.0,717.0,716.0,722.0,723.0,0.21693045781865616,0.20519567041703082,0.20519567041703082,0.18060682634461522,0.18060682634461522,33.0,716.0,717.0,723.0,731.0,0.21621621631687366,0.19834710754458026,0.19834710754458026,0.17326732684063575,0.17326732684063575,33.0,716.0,717.0,723.0,731.0
OCC(O)c1c(Cl)ncnc1Cl,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,*OC(COC(=O)Nc1ccc(C(c2ccc(NC(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1c(Cl)ncnc1Cl,"{'step_growth': ['di_isocyanate', 'di_ol']}",1,0.3270935960591133,0.3270935960591133,0.2889983579638752,0.28683385579937304,0.23768809849521202,196.0,197.0,303.0,198.0,759.0,0.2876779808912305,0.2876779808912305,0.21442250696755896,0.20949259494173822,0.18859404937133178,197.0,196.0,303.0,198.0,194.0,0.2530120483154195,0.2530120483154195,0.15909090923586003,0.15300546462753142,0.1496402879068276,196.0,197.0,194.0,303.0,493.0
CC(C)(C)OC(=O)N1CC(C(=O)O)CC(C(=O)O)C1,OCC(O)c1cc(Cl)nnc1Cl,*OC(COC(=O)C1CC(C(*)=O)CN(C(=O)OC(C)(C)C)C1)c1cc(Cl)nnc1Cl,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.16228070175438597,0.15567765567765568,0.1542933810375671,0.15227272727272728,0.15170940170940173,384.0,316.0,27.0,600.0,46.0,0.16222142113076254,0.08559209850218258,0.1495371511386448,0.11677484162422844,0.14617633655117154,384.0,27.0,500.0,44.0,28.0,0.1621621622622352,0.04705882369918339,0.1449275363379542,0.08955223894715972,0.14084507052969647,384.0,27.0,500.0,45.0,28.0
COc1ccc(C(O)C2CCC2)c(O)c1,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,*Oc1cc(OC)ccc1C(OC(=O)C(CC(*)=O)NC(=O)OCC1c2ccccc2-c2ccccc21)C1CCC1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2904573949384722,0.24053030303030304,0.20358883473637573,0.1975,0.19608879492600423,606.0,605.0,479.0,254.0,717.0,0.2375284861877381,0.1994310088043664,0.19968961293789364,0.19621416870348585,0.1867718419094071,606.0,479.0,605.0,254.0,637.0,0.19424460444967134,0.1653543308399157,0.19586507083284713,0.19493670896205736,0.17789757423326624,479.0,254.0,606.0,637.0,142.0
